OBJECTID,YEAR_PM25_train_pnt,X,Y,ymean_2018_AOD47,ymean_2018_nNDVI,ymean_2018_TMP,ymean_2018_SPFH,ymean_2018_WIND,ymean_2018_HGT,ymean_2018_PM25
797,797,-121.836817643972893,41.443214185801537,0.2633548,0.4837565,8.9345903,0.0045018,2.3244646,1521.9852295,20.8768311
798,798,-121.213611415614992,41.443214185801537,0.2374579,0.3810304,9.4139194,0.0042995,2.4032710,1444.1311035,26.4530201
799,799,-120.590405187257090,41.443214185801537,0.2706345,0.2325174,9.0112200,0.0043544,2.3408647,1469.9592285,21.1271210
800,800,-119.967198958899189,41.443214185801537,0.2465495,0.2325174,8.6694164,0.0040865,3.1343606,1667.3265381,13.4707155
801,801,-119.343992730541288,41.443214185801537,0.2253169,0.1409565,9.0967932,0.0036123,3.8583963,1733.6242676,11.0222549
802,802,-118.720786502183387,41.443214185801537,0.2838099,0.1519261,11.0032310,0.0036303,3.5025892,1426.4522705,10.5450230
803,803,-118.097580273825429,41.443214185801537,0.2582710,0.1943870,10.7576494,0.0036660,2.7269316,1380.2076416,10.1921778
804,804,-117.474374045467528,41.443214185801537,0.2426563,0.2134087,8.8236818,0.0036736,3.6727731,1738.8991699,10.8798885
805,805,-116.851167817109626,41.443214185801537,0.2686650,0.2173696,8.5698023,0.0036730,3.7009823,1797.0836182,12.3903198
806,806,-116.227961588751725,41.443214185801537,0.2509239,0.2162087,7.8405814,0.0037418,3.5868847,1919.5462646,14.8832836
807,807,-115.604755360393824,41.443214185801537,0.2189921,0.2073739,6.9286447,0.0038125,3.5902467,1955.1301270,11.8502150
808,808,-114.981549132035866,41.443214185801537,0.2110759,0.2073739,7.5961494,0.0039213,3.7690058,1955.4666748,9.3787565
809,809,-114.358342903677965,41.443214185801537,0.1840785,0.1536435,7.8325562,0.0037935,3.7172518,1833.5495605,8.9685240
810,810,-113.735136675320064,41.443214185801537,0.2625407,0.0973783,11.2964067,0.0039462,3.2613633,1341.2678223,9.4241314
811,811,-113.111930446962049,41.443214185801537,0.2689134,0.1047652,11.3197460,0.0046131,3.9940710,1348.4851074,9.1143866
812,812,-112.488724218604148,41.443214185801537,0.2647690,0.3042087,11.1135683,0.0050372,3.7034702,1364.2163086,8.8911428
813,813,-111.865517990246246,41.443214185801537,0.2041330,0.3128174,9.8449507,0.0046494,2.5416951,1514.5314941,8.1676474
814,814,-111.242311761888288,41.443214185801537,0.2071796,0.2405739,5.9154425,0.0039511,3.7033031,2102.9321289,7.6914096
815,815,-110.619105533530387,41.443214185801537,0.1988403,0.1552043,5.7791820,0.0037506,3.8891842,2165.4404297,7.6004424
816,816,-109.995899305172486,41.443214185801537,0.1996826,0.1552043,6.5316086,0.0039069,3.8219247,2105.6049805,7.3993874
817,817,-109.372693076814585,41.443214185801537,0.2112513,0.1621261,7.0671782,0.0037719,4.6863809,2129.9877930,6.8914819
818,818,-108.749486848456684,41.443214185801537,0.1803762,0.1279000,6.8485699,0.0037377,5.0038681,2171.9086914,6.5392637
819,819,-108.126280620098782,41.443214185801537,0.2033333,0.1756043,6.8117228,0.0037462,5.2252727,2135.8830566,6.2096796
820,820,-107.503074391740881,41.443214185801537,0.1960897,0.2767870,6.1051655,0.0038485,5.3669529,2268.3754883,6.0658450
821,821,-106.879868163382980,41.443214185801537,0.2090221,0.2965696,6.8321204,0.0039379,4.9675756,2160.6926270,6.8024759
822,822,-106.256661935025022,41.443214185801537,0.1822552,0.2640217,5.0873270,0.0038275,5.4857693,2505.4877930,8.7845898
823,823,-105.633455706667121,41.443214185801537,0.1995127,0.2609652,5.7825170,0.0043968,5.5946178,2207.8217773,8.3417683
824,824,-105.010249478309220,41.443214185801537,0.1940475,0.2609652,7.0876184,0.0050102,5.6363959,2009.0579834,7.4419413
825,825,-104.387043249951148,41.443214185801537,0.1809632,0.2757826,7.7647176,0.0052001,5.1596551,1744.2871094,6.9945049
826,826,-103.763837021593247,41.443214185801537,0.1833577,0.2866130,8.1777687,0.0056543,3.7485068,1472.9581299,6.7933426
